"d1_1","d1_2","d1_3","d1_4","D2_rideshare","D2_metro_LADOT","D2_navigation","d3_1","d3_2","d3_3","D4","D5","D6","D7","d8_1","d8_2","d8_3","d8_4","vector_representation","Arch_ID","Stratum"
1,0,0,1,2,3,1,0,0,1,4,0,1,3,1,0,0,0,"D1=[1,0,0,1]; D2=[2,3,1]; D3=[0,0,1]; D4=4; D5=0; D6=1; D7=3; D8=[1,0,0,0]",364,"D5=0_D6=1"
0,1,0,0,1,3,1,0,1,0,1,0,0,2,0,1,0,0,"D1=[0,1,0,0]; D2=[1,3,1]; D3=[0,1,0]; D4=1; D5=0; D6=0; D7=2; D8=[0,1,0,0]",365,"D5=0_D6=0"
0,0,0,1,2,1,2,0,0,1,3,0,0,2,1,0,0,1,"D1=[0,0,0,1]; D2=[2,1,2]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=2; D8=[1,0,0,1]",366,"D5=0_D6=0"
1,1,0,0,2,3,1,0,0,1,1,0,1,3,1,1,1,0,"D1=[1,1,0,0]; D2=[2,3,1]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=3; D8=[1,1,1,0]",367,"D5=0_D6=1"
1,0,0,0,2,3,1,0,0,1,3,0,0,3,1,0,1,0,"D1=[1,0,0,0]; D2=[2,3,1]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=3; D8=[1,0,1,0]",368,"D5=0_D6=0"
1,1,1,0,3,2,3,0,1,0,1,1,1,3,0,0,0,1,"D1=[1,1,1,0]; D2=[3,2,3]; D3=[0,1,0]; D4=1; D5=1; D6=1; D7=3; D8=[0,0,0,1]",369,"D5=1_D6=1"
1,0,1,0,2,3,2,1,1,1,1,0,1,2,1,1,1,1,"D1=[1,0,1,0]; D2=[2,3,2]; D3=[1,1,1]; D4=1; D5=0; D6=1; D7=2; D8=[1,1,1,1]",370,"D5=0_D6=1"
1,1,1,0,1,2,2,1,1,0,5,0,0,2,1,0,0,1,"D1=[1,1,1,0]; D2=[1,2,2]; D3=[1,1,0]; D4=5; D5=0; D6=0; D7=2; D8=[1,0,0,1]",371,"D5=0_D6=0"
1,1,1,0,3,3,3,1,0,0,5,1,1,2,1,0,1,0,"D1=[1,1,1,0]; D2=[3,3,3]; D3=[1,0,0]; D4=5; D5=1; D6=1; D7=2; D8=[1,0,1,0]",372,"D5=1_D6=1"
1,1,1,1,1,2,1,0,0,1,2,1,1,1,1,1,1,1,"D1=[1,1,1,1]; D2=[1,2,1]; D3=[0,0,1]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,1,1]",373,"D5=1_D6=1"
0,0,1,0,2,1,2,0,1,0,3,1,1,2,0,1,1,1,"D1=[0,0,1,0]; D2=[2,1,2]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=2; D8=[0,1,1,1]",374,"D5=1_D6=1"
0,1,1,1,2,1,3,0,1,0,4,1,1,1,0,0,1,0,"D1=[0,1,1,1]; D2=[2,1,3]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=1; D8=[0,0,1,0]",375,"D5=1_D6=1"
1,0,0,0,3,2,3,1,1,1,3,1,1,2,1,1,1,0,"D1=[1,0,0,0]; D2=[3,2,3]; D3=[1,1,1]; D4=3; D5=1; D6=1; D7=2; D8=[1,1,1,0]",376,"D5=1_D6=1"
0,0,1,1,2,2,3,0,1,1,2,0,1,1,1,1,1,0,"D1=[0,0,1,1]; D2=[2,2,3]; D3=[0,1,1]; D4=2; D5=0; D6=1; D7=1; D8=[1,1,1,0]",377,"D5=0_D6=1"
1,0,0,1,1,3,1,1,0,0,2,1,1,1,0,1,1,1,"D1=[1,0,0,1]; D2=[1,3,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=1; D8=[0,1,1,1]",378,"D5=1_D6=1"
1,0,0,0,1,2,1,1,1,0,1,0,1,3,0,0,1,1,"D1=[1,0,0,0]; D2=[1,2,1]; D3=[1,1,0]; D4=1; D5=0; D6=1; D7=3; D8=[0,0,1,1]",379,"D5=0_D6=1"
0,0,1,0,2,1,1,1,0,0,4,0,1,2,1,0,0,0,"D1=[0,0,1,0]; D2=[2,1,1]; D3=[1,0,0]; D4=4; D5=0; D6=1; D7=2; D8=[1,0,0,0]",380,"D5=0_D6=1"
0,1,0,0,1,1,1,1,1,0,5,0,1,3,1,1,1,0,"D1=[0,1,0,0]; D2=[1,1,1]; D3=[1,1,0]; D4=5; D5=0; D6=1; D7=3; D8=[1,1,1,0]",381,"D5=0_D6=1"
0,1,1,1,1,1,2,1,0,0,3,0,0,1,0,0,0,1,"D1=[0,1,1,1]; D2=[1,1,2]; D3=[1,0,0]; D4=3; D5=0; D6=0; D7=1; D8=[0,0,0,1]",382,"D5=0_D6=0"
1,0,0,0,1,1,2,1,1,1,1,0,1,3,1,1,0,0,"D1=[1,0,0,0]; D2=[1,1,2]; D3=[1,1,1]; D4=1; D5=0; D6=1; D7=3; D8=[1,1,0,0]",383,"D5=0_D6=1"
0,0,0,1,2,1,1,0,1,1,2,0,0,3,1,1,1,0,"D1=[0,0,0,1]; D2=[2,1,1]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,1,1,0]",384,"D5=0_D6=0"
1,1,1,1,2,3,3,1,0,0,2,1,1,1,1,1,1,0,"D1=[1,1,1,1]; D2=[2,3,3]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,1,0]",385,"D5=1_D6=1"
1,0,1,0,2,3,1,1,1,1,1,0,0,2,1,0,0,0,"D1=[1,0,1,0]; D2=[2,3,1]; D3=[1,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,0]",386,"D5=0_D6=0"
1,1,1,0,3,1,3,1,0,0,4,1,1,1,1,0,1,1,"D1=[1,1,1,0]; D2=[3,1,3]; D3=[1,0,0]; D4=4; D5=1; D6=1; D7=1; D8=[1,0,1,1]",387,"D5=1_D6=1"
0,1,1,1,2,3,1,1,1,1,2,0,0,1,1,1,0,1,"D1=[0,1,1,1]; D2=[2,3,1]; D3=[1,1,1]; D4=2; D5=0; D6=0; D7=1; D8=[1,1,0,1]",388,"D5=0_D6=0"
0,0,1,0,2,1,1,0,0,1,4,1,1,1,1,0,1,0,"D1=[0,0,1,0]; D2=[2,1,1]; D3=[0,0,1]; D4=4; D5=1; D6=1; D7=1; D8=[1,0,1,0]",389,"D5=1_D6=1"
1,0,1,1,2,1,2,1,0,0,1,0,1,1,0,1,1,1,"D1=[1,0,1,1]; D2=[2,1,2]; D3=[1,0,0]; D4=1; D5=0; D6=1; D7=1; D8=[0,1,1,1]",390,"D5=0_D6=1"
1,0,0,0,3,1,1,0,1,0,4,0,1,3,0,0,1,0,"D1=[1,0,0,0]; D2=[3,1,1]; D3=[0,1,0]; D4=4; D5=0; D6=1; D7=3; D8=[0,0,1,0]",391,"D5=0_D6=1"
0,0,1,1,1,1,2,1,1,1,5,0,0,2,1,1,1,0,"D1=[0,0,1,1]; D2=[1,1,2]; D3=[1,1,1]; D4=5; D5=0; D6=0; D7=2; D8=[1,1,1,0]",392,"D5=0_D6=0"
1,1,1,0,2,3,2,1,0,0,2,1,1,2,1,1,0,1,"D1=[1,1,1,0]; D2=[2,3,2]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=2; D8=[1,1,0,1]",393,"D5=1_D6=1"
0,1,0,1,1,2,3,1,0,1,3,0,0,3,1,1,0,0,"D1=[0,1,0,1]; D2=[1,2,3]; D3=[1,0,1]; D4=3; D5=0; D6=0; D7=3; D8=[1,1,0,0]",394,"D5=0_D6=0"
1,1,1,0,2,1,2,1,1,0,5,0,1,1,1,1,0,0,"D1=[1,1,1,0]; D2=[2,1,2]; D3=[1,1,0]; D4=5; D5=0; D6=1; D7=1; D8=[1,1,0,0]",395,"D5=0_D6=1"
1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,0,1,0,"D1=[1,1,1,1]; D2=[1,3,3]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,1,0]",396,"D5=1_D6=1"
0,1,0,0,1,1,2,0,1,0,4,0,0,3,0,1,0,0,"D1=[0,1,0,0]; D2=[1,1,2]; D3=[0,1,0]; D4=4; D5=0; D6=0; D7=3; D8=[0,1,0,0]",397,"D5=0_D6=0"
1,1,1,1,3,2,2,0,1,1,1,0,0,3,0,1,1,0,"D1=[1,1,1,1]; D2=[3,2,2]; D3=[0,1,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,0]",398,"D5=0_D6=0"
1,1,1,0,2,3,1,1,0,1,5,0,1,2,0,1,1,0,"D1=[1,1,1,0]; D2=[2,3,1]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[0,1,1,0]",399,"D5=0_D6=1"
0,1,0,1,2,1,3,0,1,1,5,1,1,2,1,1,1,0,"D1=[0,1,0,1]; D2=[2,1,3]; D3=[0,1,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,1,1,0]",400,"D5=1_D6=1"
1,0,1,0,3,1,2,0,1,0,2,0,1,1,1,1,1,0,"D1=[1,0,1,0]; D2=[3,1,2]; D3=[0,1,0]; D4=2; D5=0; D6=1; D7=1; D8=[1,1,1,0]",401,"D5=0_D6=1"
1,0,1,0,3,1,2,0,1,0,2,1,1,1,1,1,0,1,"D1=[1,0,1,0]; D2=[3,1,2]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,0,1]",402,"D5=1_D6=1"
1,1,1,0,3,2,3,0,1,0,2,1,1,2,0,1,1,0,"D1=[1,1,1,0]; D2=[3,2,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,0]",403,"D5=1_D6=1"
0,0,1,0,3,3,2,1,1,0,3,0,1,2,0,0,1,0,"D1=[0,0,1,0]; D2=[3,3,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=2; D8=[0,0,1,0]",404,"D5=0_D6=1"
1,1,0,1,1,2,1,0,1,0,5,0,1,3,0,1,0,0,"D1=[1,1,0,1]; D2=[1,2,1]; D3=[0,1,0]; D4=5; D5=0; D6=1; D7=3; D8=[0,1,0,0]",405,"D5=0_D6=1"
0,1,1,1,3,3,1,1,1,1,3,1,1,2,1,1,0,0,"D1=[0,1,1,1]; D2=[3,3,1]; D3=[1,1,1]; D4=3; D5=1; D6=1; D7=2; D8=[1,1,0,0]",406,"D5=1_D6=1"
1,0,0,1,1,2,1,0,1,1,2,0,0,2,0,0,0,1,"D1=[1,0,0,1]; D2=[1,2,1]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=2; D8=[0,0,0,1]",407,"D5=0_D6=0"
0,0,0,1,2,2,1,0,0,1,4,1,1,3,1,1,1,1,"D1=[0,0,0,1]; D2=[2,2,1]; D3=[0,0,1]; D4=4; D5=1; D6=1; D7=3; D8=[1,1,1,1]",408,"D5=1_D6=1"
0,1,0,0,2,1,3,0,0,1,2,1,1,2,0,1,1,1,"D1=[0,1,0,0]; D2=[2,1,3]; D3=[0,0,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,1]",409,"D5=1_D6=1"
0,1,0,1,3,1,1,1,1,1,2,1,1,2,0,0,1,1,"D1=[0,1,0,1]; D2=[3,1,1]; D3=[1,1,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,0,1,1]",410,"D5=1_D6=1"
1,0,1,0,3,3,1,1,1,1,3,0,1,3,0,1,0,1,"D1=[1,0,1,0]; D2=[3,3,1]; D3=[1,1,1]; D4=3; D5=0; D6=1; D7=3; D8=[0,1,0,1]",411,"D5=0_D6=1"
0,0,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,"D1=[0,0,1,1]; D2=[2,2,3]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=2; D8=[1,1,1,1]",412,"D5=1_D6=1"
1,0,1,0,1,1,3,0,1,0,5,0,0,2,0,1,1,0,"D1=[1,0,1,0]; D2=[1,1,3]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=2; D8=[0,1,1,0]",413,"D5=0_D6=0"
1,1,1,0,2,1,1,1,0,1,1,0,0,3,0,1,0,1,"D1=[1,1,1,0]; D2=[2,1,1]; D3=[1,0,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,0,1]",414,"D5=0_D6=0"
1,1,1,0,2,3,1,0,1,0,1,1,1,1,0,0,0,1,"D1=[1,1,1,0]; D2=[2,3,1]; D3=[0,1,0]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,0,1]",415,"D5=1_D6=1"
1,0,1,0,3,2,1,0,1,0,5,0,0,2,0,0,1,0,"D1=[1,0,1,0]; D2=[3,2,1]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=2; D8=[0,0,1,0]",416,"D5=0_D6=0"
1,1,1,0,1,3,1,0,1,0,4,1,1,3,1,1,1,0,"D1=[1,1,1,0]; D2=[1,3,1]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=3; D8=[1,1,1,0]",417,"D5=1_D6=1"
1,1,0,1,3,2,3,1,1,0,1,0,0,1,0,1,0,0,"D1=[1,1,0,1]; D2=[3,2,3]; D3=[1,1,0]; D4=1; D5=0; D6=0; D7=1; D8=[0,1,0,0]",418,"D5=0_D6=0"
0,1,0,1,3,2,3,1,1,1,4,0,1,2,1,0,1,1,"D1=[0,1,0,1]; D2=[3,2,3]; D3=[1,1,1]; D4=4; D5=0; D6=1; D7=2; D8=[1,0,1,1]",419,"D5=0_D6=1"
1,1,1,1,3,1,3,0,0,1,5,0,1,1,0,1,0,0,"D1=[1,1,1,1]; D2=[3,1,3]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=1; D8=[0,1,0,0]",420,"D5=0_D6=1"
0,1,0,1,2,3,3,0,1,1,5,0,0,1,1,0,0,1,"D1=[0,1,0,1]; D2=[2,3,3]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=1; D8=[1,0,0,1]",421,"D5=0_D6=0"
1,0,1,1,1,3,2,1,0,1,3,1,1,3,0,0,0,1,"D1=[1,0,1,1]; D2=[1,3,2]; D3=[1,0,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,0,0,1]",422,"D5=1_D6=1"
0,1,0,1,2,3,1,0,1,1,1,1,1,1,0,1,0,1,"D1=[0,1,0,1]; D2=[2,3,1]; D3=[0,1,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,1,0,1]",423,"D5=1_D6=1"
1,1,1,0,2,1,3,0,1,1,2,0,1,1,0,0,1,0,"D1=[1,1,1,0]; D2=[2,1,3]; D3=[0,1,1]; D4=2; D5=0; D6=1; D7=1; D8=[0,0,1,0]",424,"D5=0_D6=1"
0,0,0,1,3,2,3,1,0,1,3,0,1,2,1,0,0,1,"D1=[0,0,0,1]; D2=[3,2,3]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=2; D8=[1,0,0,1]",425,"D5=0_D6=1"
0,0,0,1,3,3,3,0,1,1,2,0,0,3,1,0,0,0,"D1=[0,0,0,1]; D2=[3,3,3]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,0,0,0]",426,"D5=0_D6=0"
0,1,1,0,2,1,3,0,1,0,2,1,1,2,0,1,1,0,"D1=[0,1,1,0]; D2=[2,1,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,0]",427,"D5=1_D6=1"
0,1,0,0,3,3,1,1,1,0,4,0,1,1,1,1,0,1,"D1=[0,1,0,0]; D2=[3,3,1]; D3=[1,1,0]; D4=4; D5=0; D6=1; D7=1; D8=[1,1,0,1]",428,"D5=0_D6=1"
0,1,1,1,1,1,2,1,0,0,3,1,1,1,1,1,0,0,"D1=[0,1,1,1]; D2=[1,1,2]; D3=[1,0,0]; D4=3; D5=1; D6=1; D7=1; D8=[1,1,0,0]",429,"D5=1_D6=1"
1,1,1,1,2,3,2,0,0,1,5,0,1,3,1,1,1,1,"D1=[1,1,1,1]; D2=[2,3,2]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=3; D8=[1,1,1,1]",430,"D5=0_D6=1"
0,1,0,0,1,3,1,1,0,0,5,0,0,3,0,1,0,0,"D1=[0,1,0,0]; D2=[1,3,1]; D3=[1,0,0]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,0,0]",431,"D5=0_D6=0"
0,0,1,0,1,3,2,0,1,1,5,0,0,3,1,1,1,0,"D1=[0,0,1,0]; D2=[1,3,2]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=3; D8=[1,1,1,0]",432,"D5=0_D6=0"
0,0,0,1,3,3,3,1,1,1,5,1,1,1,1,0,0,0,"D1=[0,0,0,1]; D2=[3,3,3]; D3=[1,1,1]; D4=5; D5=1; D6=1; D7=1; D8=[1,0,0,0]",433,"D5=1_D6=1"
1,0,1,0,3,3,1,1,0,1,5,0,0,2,0,1,1,1,"D1=[1,0,1,0]; D2=[3,3,1]; D3=[1,0,1]; D4=5; D5=0; D6=0; D7=2; D8=[0,1,1,1]",434,"D5=0_D6=0"
0,1,1,1,1,1,1,0,1,0,5,0,0,1,1,1,0,1,"D1=[0,1,1,1]; D2=[1,1,1]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=1; D8=[1,1,0,1]",435,"D5=0_D6=0"
1,0,1,1,1,2,1,1,0,0,2,1,1,3,0,1,0,1,"D1=[1,0,1,1]; D2=[1,2,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=3; D8=[0,1,0,1]",436,"D5=1_D6=1"
1,1,1,0,2,2,1,1,1,0,1,0,1,3,0,1,0,0,"D1=[1,1,1,0]; D2=[2,2,1]; D3=[1,1,0]; D4=1; D5=0; D6=1; D7=3; D8=[0,1,0,0]",437,"D5=0_D6=1"
0,1,1,1,3,1,3,0,0,1,5,1,1,1,0,0,1,0,"D1=[0,1,1,1]; D2=[3,1,3]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=1; D8=[0,0,1,0]",438,"D5=1_D6=1"
1,1,0,0,2,2,1,0,0,1,4,0,1,1,1,1,0,0,"D1=[1,1,0,0]; D2=[2,2,1]; D3=[0,0,1]; D4=4; D5=0; D6=1; D7=1; D8=[1,1,0,0]",439,"D5=0_D6=1"
0,1,0,1,3,2,2,0,1,1,1,0,0,2,1,0,1,0,"D1=[0,1,0,1]; D2=[3,2,2]; D3=[0,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,1,0]",440,"D5=0_D6=0"
0,0,1,1,1,1,3,1,1,1,4,0,0,3,1,0,0,0,"D1=[0,0,1,1]; D2=[1,1,3]; D3=[1,1,1]; D4=4; D5=0; D6=0; D7=3; D8=[1,0,0,0]",441,"D5=0_D6=0"
0,1,0,1,2,3,2,0,0,1,1,1,1,1,0,1,0,0,"D1=[0,1,0,1]; D2=[2,3,2]; D3=[0,0,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,1,0,0]",442,"D5=1_D6=1"
0,0,0,1,3,2,1,0,1,0,3,1,1,3,1,0,0,1,"D1=[0,0,0,1]; D2=[3,2,1]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=3; D8=[1,0,0,1]",443,"D5=1_D6=1"
1,0,0,1,3,3,2,1,0,1,4,1,1,3,1,0,1,0,"D1=[1,0,0,1]; D2=[3,3,2]; D3=[1,0,1]; D4=4; D5=1; D6=1; D7=3; D8=[1,0,1,0]",444,"D5=1_D6=1"
0,1,0,0,2,1,2,1,0,1,3,0,0,2,1,0,0,0,"D1=[0,1,0,0]; D2=[2,1,2]; D3=[1,0,1]; D4=3; D5=0; D6=0; D7=2; D8=[1,0,0,0]",445,"D5=0_D6=0"
1,1,1,0,2,3,3,1,0,1,3,0,1,3,0,0,1,0,"D1=[1,1,1,0]; D2=[2,3,3]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=3; D8=[0,0,1,0]",446,"D5=0_D6=1"
1,0,1,1,2,3,2,0,1,1,3,1,1,1,0,1,1,0,"D1=[1,0,1,1]; D2=[2,3,2]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=1; D8=[0,1,1,0]",447,"D5=1_D6=1"
1,1,1,0,2,2,3,0,1,0,2,1,1,2,0,1,1,1,"D1=[1,1,1,0]; D2=[2,2,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,1]",448,"D5=1_D6=1"
1,0,0,0,2,3,3,0,1,1,5,0,0,1,1,1,0,0,"D1=[1,0,0,0]; D2=[2,3,3]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=1; D8=[1,1,0,0]",449,"D5=0_D6=0"
1,1,0,0,2,2,2,1,0,1,5,0,1,2,1,0,1,0,"D1=[1,1,0,0]; D2=[2,2,2]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,0,1,0]",450,"D5=0_D6=1"
1,0,1,0,3,2,1,1,1,1,5,0,1,2,1,0,0,1,"D1=[1,0,1,0]; D2=[3,2,1]; D3=[1,1,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,0,0,1]",451,"D5=0_D6=1"
0,0,0,1,2,3,3,1,0,0,1,0,0,3,1,0,1,0,"D1=[0,0,0,1]; D2=[2,3,3]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[1,0,1,0]",452,"D5=0_D6=0"
1,0,0,0,2,2,1,0,0,1,2,0,0,3,1,1,0,1,"D1=[1,0,0,0]; D2=[2,2,1]; D3=[0,0,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,1,0,1]",453,"D5=0_D6=0"
1,0,0,0,1,2,2,1,0,0,1,1,1,2,0,1,0,1,"D1=[1,0,0,0]; D2=[1,2,2]; D3=[1,0,0]; D4=1; D5=1; D6=1; D7=2; D8=[0,1,0,1]",454,"D5=1_D6=1"
0,1,1,1,1,3,2,0,1,1,3,0,1,1,1,0,1,0,"D1=[0,1,1,1]; D2=[1,3,2]; D3=[0,1,1]; D4=3; D5=0; D6=1; D7=1; D8=[1,0,1,0]",455,"D5=0_D6=1"
0,0,1,1,2,3,3,1,0,0,1,0,0,3,0,1,1,0,"D1=[0,0,1,1]; D2=[2,3,3]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,0]",456,"D5=0_D6=0"
0,0,1,0,2,1,2,0,0,1,3,0,0,2,1,1,0,1,"D1=[0,0,1,0]; D2=[2,1,2]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=2; D8=[1,1,0,1]",457,"D5=0_D6=0"
1,0,0,1,1,2,2,1,1,0,3,0,1,3,0,1,0,0,"D1=[1,0,0,1]; D2=[1,2,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=3; D8=[0,1,0,0]",458,"D5=0_D6=1"
1,1,1,0,1,3,2,1,1,1,1,0,1,3,0,0,1,1,"D1=[1,1,1,0]; D2=[1,3,2]; D3=[1,1,1]; D4=1; D5=0; D6=1; D7=3; D8=[0,0,1,1]",459,"D5=0_D6=1"
1,1,0,1,1,3,1,1,0,0,5,0,0,3,0,1,1,1,"D1=[1,1,0,1]; D2=[1,3,1]; D3=[1,0,0]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,1,1]",460,"D5=0_D6=0"
1,1,1,0,1,1,2,1,1,1,4,0,0,1,0,1,1,1,"D1=[1,1,1,0]; D2=[1,1,2]; D3=[1,1,1]; D4=4; D5=0; D6=0; D7=1; D8=[0,1,1,1]",461,"D5=0_D6=0"
1,0,1,1,2,1,3,0,0,1,1,0,1,1,0,1,0,0,"D1=[1,0,1,1]; D2=[2,1,3]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=1; D8=[0,1,0,0]",462,"D5=0_D6=1"
1,0,0,1,3,3,3,0,1,1,4,1,1,2,0,0,1,1,"D1=[1,0,0,1]; D2=[3,3,3]; D3=[0,1,1]; D4=4; D5=1; D6=1; D7=2; D8=[0,0,1,1]",463,"D5=1_D6=1"
1,1,0,1,1,2,3,0,0,1,3,0,0,1,1,1,0,1,"D1=[1,1,0,1]; D2=[1,2,3]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=1; D8=[1,1,0,1]",464,"D5=0_D6=0"
0,1,0,1,2,1,2,1,0,0,3,0,0,3,1,1,0,1,"D1=[0,1,0,1]; D2=[2,1,2]; D3=[1,0,0]; D4=3; D5=0; D6=0; D7=3; D8=[1,1,0,1]",465,"D5=0_D6=0"
0,0,1,1,2,2,2,1,0,0,1,1,1,2,0,0,1,1,"D1=[0,0,1,1]; D2=[2,2,2]; D3=[1,0,0]; D4=1; D5=1; D6=1; D7=2; D8=[0,0,1,1]",466,"D5=1_D6=1"
1,0,1,1,3,1,3,0,1,0,2,0,1,2,0,1,1,1,"D1=[1,0,1,1]; D2=[3,1,3]; D3=[0,1,0]; D4=2; D5=0; D6=1; D7=2; D8=[0,1,1,1]",467,"D5=0_D6=1"
0,0,0,1,2,1,1,1,0,1,5,1,1,3,1,1,0,0,"D1=[0,0,0,1]; D2=[2,1,1]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[1,1,0,0]",468,"D5=1_D6=1"
1,1,1,1,3,3,1,0,1,0,2,1,1,2,1,0,0,1,"D1=[1,1,1,1]; D2=[3,3,1]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[1,0,0,1]",469,"D5=1_D6=1"
1,1,0,0,2,2,1,1,1,1,1,0,0,2,1,0,0,0,"D1=[1,1,0,0]; D2=[2,2,1]; D3=[1,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,0]",470,"D5=0_D6=0"
0,1,1,0,1,1,1,1,0,0,4,1,1,1,0,1,0,1,"D1=[0,1,1,0]; D2=[1,1,1]; D3=[1,0,0]; D4=4; D5=1; D6=1; D7=1; D8=[0,1,0,1]",471,"D5=1_D6=1"
1,0,0,1,1,1,1,0,1,0,4,1,1,2,0,0,1,0,"D1=[1,0,0,1]; D2=[1,1,1]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=2; D8=[0,0,1,0]",472,"D5=1_D6=1"
0,1,1,1,2,3,1,1,0,0,1,0,0,2,1,0,1,1,"D1=[0,1,1,1]; D2=[2,3,1]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,1,1]",473,"D5=0_D6=0"
0,0,0,1,1,2,2,0,1,0,4,0,0,2,0,0,1,1,"D1=[0,0,0,1]; D2=[1,2,2]; D3=[0,1,0]; D4=4; D5=0; D6=0; D7=2; D8=[0,0,1,1]",474,"D5=0_D6=0"
0,1,0,0,3,2,1,1,1,0,4,1,1,2,1,0,0,1,"D1=[0,1,0,0]; D2=[3,2,1]; D3=[1,1,0]; D4=4; D5=1; D6=1; D7=2; D8=[1,0,0,1]",475,"D5=1_D6=1"
0,0,1,0,2,2,2,0,0,1,5,1,1,2,1,0,1,0,"D1=[0,0,1,0]; D2=[2,2,2]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,0,1,0]",476,"D5=1_D6=1"
1,0,1,0,2,3,1,1,0,0,2,1,1,2,0,0,1,0,"D1=[1,0,1,0]; D2=[2,3,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,0,1,0]",477,"D5=1_D6=1"
1,1,1,0,1,1,1,1,0,1,4,0,0,2,1,1,1,1,"D1=[1,1,1,0]; D2=[1,1,1]; D3=[1,0,1]; D4=4; D5=0; D6=0; D7=2; D8=[1,1,1,1]",478,"D5=0_D6=0"
1,0,1,1,2,2,1,1,1,1,2,0,1,2,1,1,0,1,"D1=[1,0,1,1]; D2=[2,2,1]; D3=[1,1,1]; D4=2; D5=0; D6=1; D7=2; D8=[1,1,0,1]",479,"D5=0_D6=1"
