d1_1,d1_2,d1_3,d1_4,D2_rideshare,D2_metro_LADOT,D2_navigation,d3_1,d3_2,d3_3,D4,D5,D6,D7,d8_1,d8_2,d8_3,d8_4,vector_representation,Arch_ID,Stratum,total_cost,on_schedule_delivery_risk,reliability,travel_time_reduction,prediction_accuracy,response_time,data_coverage
0,1,1,1,2,3,1,1,1,1,2,0,0,1,1,1,0,1,"D1=[0,1,1,1]; D2=[2,3,1]; D3=[1,1,1]; D4=2; D5=0; D6=0; D7=1; D8=[1,1,0,1]",388,D5=0_D6=0,1169574.139,14000,99.25,20.1,0.8577,36.99,100
0,0,1,0,2,1,1,0,0,1,4,1,1,1,1,0,1,0,"D1=[0,0,1,0]; D2=[2,1,1]; D3=[0,0,1]; D4=4; D5=1; D6=1; D7=1; D8=[1,0,1,0]",389,D5=1_D6=1,2703928.563,22040,96.5,21.599999999999998,0.8283,49.675,25.5
1,0,1,1,2,1,2,1,0,0,1,0,1,1,0,1,1,1,"D1=[1,0,1,1]; D2=[2,1,2]; D3=[1,0,0]; D4=1; D5=0; D6=1; D7=1; D8=[0,1,1,1]",390,D5=0_D6=1,2009897.605,14040,97.25,17.1,0.8552500000000001,60,30
1,0,0,0,3,1,1,0,1,0,4,0,1,3,0,0,1,0,"D1=[1,0,0,0]; D2=[3,1,1]; D3=[0,1,0]; D4=4; D5=0; D6=1; D7=3; D8=[0,0,1,0]",391,D5=0_D6=1,1672161.61,23640,97.25,17.1,0.8552500000000001,60,30
0,0,1,1,1,1,2,1,1,1,5,0,0,2,1,1,1,0,"D1=[0,0,1,1]; D2=[1,1,2]; D3=[1,1,1]; D4=5; D5=0; D6=0; D7=2; D8=[1,1,1,0]",392,D5=0_D6=0,1113736.391,26800,99.25,20.1,0.8577,26.665,85
1,1,1,0,2,3,2,1,0,0,2,1,1,2,1,1,0,1,"D1=[1,1,1,0]; D2=[2,3,2]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=2; D8=[1,1,0,1]",393,D5=1_D6=1,3090519.226,34840,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,0,1,1,2,3,1,0,1,3,0,0,3,1,1,0,0,"D1=[0,1,0,1]; D2=[1,2,3]; D3=[1,0,1]; D4=3; D5=0; D6=0; D7=3; D8=[1,1,0,0]",394,D5=0_D6=0,872719.7628,23600,98.75,15.3,0.8038000000000001,36.99,60
1,1,1,0,2,1,2,1,1,0,5,0,1,1,1,1,0,0,"D1=[1,1,1,0]; D2=[2,1,2]; D3=[1,1,0]; D4=5; D5=0; D6=1; D7=1; D8=[1,1,0,0]",395,D5=0_D6=1,1796868.7,14040,98.75,20.7,0.9361,60,60
1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,0,1,0,"D1=[1,1,1,1]; D2=[1,3,3]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,1,0]",396,D5=1_D6=1,2824538.099,22040,98.5,30,0.99,60,100
0,1,0,0,1,1,2,0,1,0,4,0,0,3,0,1,0,0,"D1=[0,1,0,0]; D2=[1,1,2]; D3=[0,1,0]; D4=4; D5=0; D6=0; D7=3; D8=[0,1,0,0]",397,D5=0_D6=0,807947.9748,23600,97.25,11.700000000000001,0.696,26.665,25.5
1,1,1,1,3,2,2,0,1,1,1,0,0,3,0,1,1,0,"D1=[1,1,1,1]; D2=[3,2,2]; D3=[0,1,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,0]",398,D5=0_D6=0,953126.1202,23600,98.75,15.3,0.8038000000000001,36.99,60
1,1,1,0,2,3,1,1,0,1,5,0,1,2,0,1,1,0,"D1=[1,1,1,0]; D2=[2,3,1]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[0,1,1,0]",399,D5=0_D6=1,2009897.605,26840,98.75,20.7,0.9361,60,60
0,1,0,1,2,1,3,0,1,1,5,1,1,2,1,1,1,0,"D1=[0,1,0,1]; D2=[2,1,3]; D3=[0,1,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,1,1,0]",400,D5=1_D6=1,2927784.496,34840,98,25.200000000000003,0.9361,60,60
1,0,1,0,3,1,2,0,1,0,2,0,1,1,1,1,1,0,"D1=[1,0,1,0]; D2=[3,1,2]; D3=[0,1,0]; D4=2; D5=0; D6=1; D7=1; D8=[1,1,1,0]",401,D5=0_D6=1,1783467.64,14040,97.25,17.1,0.8552500000000001,60,30
1,0,1,0,3,1,2,0,1,0,2,1,1,1,1,1,0,1,"D1=[1,0,1,0]; D2=[3,1,2]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,0,1]",402,D5=1_D6=1,2876413.768,22040,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,1,0,3,2,3,0,1,0,2,1,1,2,0,1,1,0,"D1=[1,1,1,0]; D2=[3,2,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,0]",403,D5=1_D6=1,2909916.417,34840,96.5,21.599999999999998,0.80135,39.35,0
0,0,1,0,3,3,2,1,1,0,3,0,1,2,0,0,1,0,"D1=[0,0,1,0]; D2=[3,3,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=2; D8=[0,0,1,0]",404,D5=0_D6=1,1931724.757,26840,98.75,20.7,0.8822,39.35,0
1,1,0,1,1,2,1,0,1,0,5,0,1,3,0,1,0,0,"D1=[1,1,0,1]; D2=[1,2,1]; D3=[0,1,0]; D4=5; D5=0; D6=1; D7=3; D8=[0,1,0,0]",405,D5=0_D6=1,1723532.338,23640,97.25,17.1,0.8283,49.675,25.5
0,1,1,1,3,3,1,1,1,1,3,1,1,2,1,1,0,0,"D1=[0,1,1,1]; D2=[3,3,1]; D3=[1,1,1]; D4=3; D5=1; D6=1; D7=2; D8=[1,1,0,0]",406,D5=1_D6=1,2967987.675,34840,98.5,30,0.99,60,100
1,0,0,1,1,2,1,0,1,1,2,0,0,2,0,0,0,1,"D1=[1,0,0,1]; D2=[1,2,1]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=2; D8=[0,0,0,1]",407,D5=0_D6=0,1298846.452,26800,98.75,15.3,0.77685,26.665,51
0,0,0,1,2,2,1,0,0,1,4,1,1,3,1,1,1,1,"D1=[0,0,0,1]; D2=[2,2,1]; D3=[0,0,1]; D4=4; D5=1; D6=1; D7=3; D8=[1,1,1,1]",408,D5=1_D6=1,2815674.449,31640,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,0,0,2,1,3,0,0,1,2,1,1,2,0,1,1,1,"D1=[0,1,0,0]; D2=[2,1,3]; D3=[0,0,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,1]",409,D5=1_D6=1,3083818.696,34840,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,0,1,3,1,1,1,1,1,2,1,1,2,0,0,1,1,"D1=[0,1,0,1]; D2=[3,1,1]; D3=[1,1,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,0,1,1]",410,D5=1_D6=1,3141889.954,34840,98.5,30,0.99,60,100
1,0,1,0,3,3,1,1,1,1,3,0,1,3,0,1,0,1,"D1=[1,0,1,0]; D2=[3,3,1]; D3=[1,1,1]; D4=3; D5=0; D6=1; D7=3; D8=[0,1,0,1]",411,D5=0_D6=1,1908710.371,23640,99.25,25.500000000000004,0.99,60,100
0,0,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,"D1=[0,0,1,1]; D2=[2,2,3]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=2; D8=[1,1,1,1]",412,D5=1_D6=1,3146356.974,34840,98.5,30,0.99,60,100
1,0,1,0,1,1,3,0,1,0,5,0,0,2,0,1,1,0,"D1=[1,0,1,0]; D2=[1,1,3]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=2; D8=[0,1,1,0]",413,D5=0_D6=0,1044497.583,26800,97.25,11.700000000000001,0.72295,36.99,30
1,1,1,0,2,1,1,1,0,1,1,0,0,3,0,1,0,1,"D1=[1,1,1,0]; D2=[2,1,1]; D3=[1,0,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,0,1]",414,D5=0_D6=0,1063732.922,23600,98.75,15.3,0.77685,26.665,51
1,1,1,0,2,3,1,0,1,0,1,1,1,1,0,0,0,1,"D1=[1,1,1,0]; D2=[2,3,1]; D3=[0,1,0]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,0,1]",415,D5=1_D6=1,2921083.967,22040,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,1,0,3,2,1,0,1,0,5,0,0,2,0,0,1,0,"D1=[1,0,1,0]; D2=[3,2,1]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=2; D8=[0,0,1,0]",416,D5=0_D6=0,1044497.583,26800,97.25,11.700000000000001,0.72295,36.99,30
1,1,1,0,1,3,1,0,1,0,4,1,1,3,1,1,1,0,"D1=[1,1,1,0]; D2=[1,3,1]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=3; D8=[1,1,1,0]",417,D5=1_D6=1,2632760.682,31640,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,0,1,3,2,3,1,1,0,1,0,0,1,0,1,0,0,"D1=[1,1,0,1]; D2=[3,2,3]; D3=[1,1,0]; D4=1; D5=0; D6=0; D7=1; D8=[0,1,0,0]",418,D5=0_D6=0,965499.4307,14000,98.75,15.3,0.7499,16.34,0
0,1,0,1,3,2,3,1,1,1,4,0,1,2,1,0,1,1,"D1=[0,1,0,1]; D2=[3,2,3]; D3=[1,1,1]; D4=4; D5=0; D6=1; D7=2; D8=[1,0,1,1]",419,D5=0_D6=1,2224898.272,26840,99.25,25.500000000000004,0.99,39.35,0
1,1,1,1,3,1,3,0,0,1,5,0,1,1,0,1,0,0,"D1=[1,1,1,1]; D2=[3,1,3]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=1; D8=[0,1,0,0]",420,D5=0_D6=1,1872808.037,14040,97.25,17.1,0.8552500000000001,60,30
0,1,0,1,2,3,3,0,1,1,5,0,0,1,1,0,0,1,"D1=[0,1,0,1]; D2=[2,3,3]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=1; D8=[1,0,0,1]",421,D5=0_D6=0,1118203.41,14000,98.75,15.3,0.7499,16.34,0
1,0,1,1,1,3,2,1,0,1,3,1,1,3,0,0,0,1,"D1=[1,0,1,1]; D2=[1,3,2]; D3=[1,0,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,0,0,1]",422,D5=1_D6=1,2851410.608,31640,98,25.200000000000003,0.9361,60,60
0,1,0,1,2,3,1,0,1,1,1,1,1,1,0,1,0,1,"D1=[0,1,0,1]; D2=[2,3,1]; D3=[0,1,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,1,0,1]",423,D5=1_D6=1,2961287.145,22040,98,25.200000000000003,0.9361,60,60
1,1,1,0,2,1,3,0,1,1,2,0,1,1,0,0,1,0,"D1=[1,1,1,0]; D2=[2,1,3]; D3=[0,1,1]; D4=2; D5=0; D6=1; D7=1; D8=[0,0,1,0]",424,D5=0_D6=1,1861640.488,14040,98.75,20.7,0.9361,60,60
0,0,0,1,3,2,3,1,0,1,3,0,1,2,1,0,0,1,"D1=[0,0,0,1]; D2=[3,2,3]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=2; D8=[1,0,0,1]",425,D5=0_D6=1,2164593.504,26840,98.75,20.7,0.8822,39.35,0
0,0,0,1,3,3,3,0,1,1,2,0,0,3,1,0,0,0,"D1=[0,0,0,1]; D2=[3,3,3]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,0,0,0]",426,D5=0_D6=0,859318.7032,23600,98.75,15.3,0.7499,16.34,0
0,1,1,0,2,1,3,0,1,0,2,1,1,2,0,1,1,0,"D1=[0,1,1,0]; D2=[2,1,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,0]",427,D5=1_D6=1,2887581.318,34840,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,0,0,3,3,1,1,1,0,4,0,1,1,1,1,0,1,"D1=[0,1,0,0]; D2=[3,3,1]; D3=[1,1,0]; D4=4; D5=0; D6=1; D7=1; D8=[1,1,0,1]",428,D5=0_D6=1,1954059.857,14040,98.75,20.7,0.9361,60,60
0,1,1,1,1,1,2,1,0,0,3,1,1,1,1,1,0,0,"D1=[0,1,1,1]; D2=[1,1,2]; D3=[1,0,0]; D4=3; D5=1; D6=1; D7=1; D8=[1,1,0,0]",429,D5=1_D6=1,2724030.152,22040,96.5,21.599999999999998,0.8283,49.675,25.5
1,1,1,1,2,3,2,0,0,1,5,0,1,3,1,1,1,1,"D1=[1,1,1,1]; D2=[2,3,2]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=3; D8=[1,1,1,1]",430,D5=0_D6=1,1962314.609,23640,97.25,17.1,0.8552500000000001,60,30
0,1,0,0,1,3,1,1,0,0,5,0,0,3,0,1,0,0,"D1=[0,1,0,0]; D2=[1,3,1]; D3=[1,0,0]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,0,0]",431,D5=0_D6=0,772211.816,23600,97.25,11.700000000000001,0.72295,36.99,30
0,0,1,0,1,3,2,0,1,1,5,0,0,3,1,1,1,0,"D1=[0,0,1,0]; D2=[1,3,2]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=3; D8=[1,1,1,0]",432,D5=0_D6=0,819115.5245,23600,98.75,15.3,0.8038000000000001,36.99,60
0,0,0,1,3,3,3,1,1,1,5,1,1,1,1,0,0,0,"D1=[0,0,0,1]; D2=[3,3,3]; D3=[1,1,1]; D4=5; D5=1; D6=1; D7=1; D8=[1,0,0,0]",433,D5=1_D6=1,2708395.583,22040,98.5,30,0.99,39.35,0
1,0,1,0,3,3,1,1,0,1,5,0,0,2,0,1,1,1,"D1=[1,0,1,0]; D2=[3,3,1]; D3=[1,0,1]; D4=5; D5=0; D6=0; D7=2; D8=[0,1,1,1]",434,D5=0_D6=0,1249709.233,26800,98.75,15.3,0.8038000000000001,36.99,60
0,1,1,1,1,1,1,0,1,0,5,0,0,1,1,1,0,1,"D1=[0,1,1,1]; D2=[1,1,1]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=1; D8=[1,1,0,1]",435,D5=0_D6=0,1100335.331,14000,97.25,11.700000000000001,0.696,26.665,25.5
1,0,1,1,1,2,1,1,0,0,2,1,1,3,0,1,0,1,"D1=[1,0,1,1]; D2=[1,2,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=3; D8=[0,1,0,1]",436,D5=1_D6=1,2817907.959,31640,96.5,21.599999999999998,0.8283,49.675,25.5
1,1,1,0,2,2,1,1,1,0,1,0,1,3,0,1,0,0,"D1=[1,1,1,0]; D2=[2,2,1]; D3=[1,1,0]; D4=1; D5=0; D6=1; D7=3; D8=[0,1,0,0]",437,D5=0_D6=1,1741400.418,23640,98.75,20.7,0.9361,60,60
0,1,1,1,3,1,3,0,0,1,5,1,1,1,0,0,1,0,"D1=[0,1,1,1]; D2=[3,1,3]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=1; D8=[0,0,1,0]",438,D5=1_D6=1,2755299.291,22040,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,0,0,2,2,1,0,0,1,4,0,1,1,1,1,0,0,"D1=[1,1,0,0]; D2=[2,2,1]; D3=[0,0,1]; D4=4; D5=0; D6=1; D7=1; D8=[1,1,0,0]",439,D5=0_D6=1,1828137.839,14040,97.25,17.1,0.8552500000000001,60,30
0,1,0,1,3,2,2,0,1,1,1,0,0,2,1,0,1,0,"D1=[0,1,0,1]; D2=[3,2,2]; D3=[0,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,1,0]",440,D5=0_D6=0,1151706.059,26800,98.75,15.3,0.8038000000000001,36.99,60
0,0,1,1,1,1,3,1,1,1,4,0,0,3,1,0,0,0,"D1=[0,0,1,1]; D2=[1,1,3]; D3=[1,1,1]; D4=4; D5=0; D6=0; D7=3; D8=[1,0,0,0]",441,D5=0_D6=0,892821.3521,23600,99.25,20.1,0.8577,36.99,100
0,1,0,1,2,3,2,0,0,1,1,1,1,1,0,1,0,0,"D1=[0,1,0,1]; D2=[2,3,2]; D3=[0,0,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,1,0,0]",442,D5=1_D6=1,2761999.821,22040,96.5,21.599999999999998,0.8552500000000001,60,30
0,0,0,1,3,2,1,0,1,0,3,1,1,3,1,0,0,1,"D1=[0,0,0,1]; D2=[3,2,1]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=3; D8=[1,0,0,1]",443,D5=1_D6=1,2766537.23,31640,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,0,1,3,3,2,1,0,1,4,1,1,3,1,0,1,0,"D1=[1,0,0,1]; D2=[3,3,2]; D3=[1,0,1]; D4=4; D5=1; D6=1; D7=3; D8=[1,0,1,0]",444,D5=1_D6=1,2652862.271,31640,98,25.200000000000003,0.8822,39.35,0
0,1,0,0,2,1,2,1,0,1,3,0,0,2,1,0,0,0,"D1=[0,1,0,0]; D2=[2,1,2]; D3=[1,0,1]; D4=3; D5=0; D6=0; D7=2; D8=[1,0,0,0]",445,D5=0_D6=0,1075766.722,26800,98.75,15.3,0.8038000000000001,36.99,60
1,1,1,0,2,3,3,1,0,1,3,0,1,3,0,0,1,0,"D1=[1,1,1,0]; D2=[2,3,3]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=3; D8=[0,0,1,0]",446,D5=0_D6=1,1752567.967,23640,98.75,20.7,0.8822,39.35,0
1,0,1,1,2,3,2,0,1,1,3,1,1,1,0,1,1,0,"D1=[1,0,1,1]; D2=[2,3,2]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=1; D8=[0,1,1,0]",447,D5=1_D6=1,2766466.841,22040,98,25.200000000000003,0.9361,60,60
1,1,1,0,2,2,3,0,1,0,2,1,1,2,0,1,1,1,"D1=[1,1,1,0]; D2=[2,2,3]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,1]",448,D5=1_D6=1,3099453.265,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,0,0,2,3,3,0,1,1,5,0,0,1,1,1,0,0,"D1=[1,0,0,0]; D2=[2,3,3]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=1; D8=[1,1,0,0]",449,D5=0_D6=0,896260.6228,14000,98.75,15.3,0.7499,16.34,0
1,1,0,0,2,2,2,1,0,1,5,0,1,2,1,0,1,0,"D1=[1,1,0,0]; D2=[2,2,2]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,0,1,0]",450,D5=0_D6=1,1983095.486,26840,98.75,20.7,0.9361,60,60
1,0,1,0,3,2,1,1,1,1,5,0,1,2,1,0,0,1,"D1=[1,0,1,0]; D2=[3,2,1]; D3=[1,1,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,0,0,1]",451,D5=0_D6=1,2169060.524,26840,99.25,25.500000000000004,0.99,60,100
0,0,0,1,2,3,3,1,0,0,1,0,0,3,1,0,1,0,"D1=[0,0,0,1]; D2=[2,3,3]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[1,0,1,0]",452,D5=0_D6=0,816882.0145,23600,97.25,11.700000000000001,0.66905,16.34,0
1,0,0,0,2,2,1,0,0,1,2,0,0,3,1,1,0,1,"D1=[1,0,0,0]; D2=[2,2,1]; D3=[0,0,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,1,0,1]",453,D5=0_D6=0,990027.0946,23600,97.25,11.700000000000001,0.72295,36.99,30
1,0,0,0,1,2,2,1,0,0,1,1,1,2,0,1,0,1,"D1=[1,0,0,0]; D2=[1,2,2]; D3=[1,0,0]; D4=1; D5=1; D6=1; D7=2; D8=[0,1,0,1]",454,D5=1_D6=1,3041382.007,34840,96.5,21.599999999999998,0.8552500000000001,60,30
0,1,1,1,1,3,2,0,1,1,3,0,1,1,1,0,1,0,"D1=[0,1,1,1]; D2=[1,3,2]; D3=[0,1,1]; D4=3; D5=0; D6=1; D7=1; D8=[1,0,1,0]",455,D5=0_D6=1,1872808.037,14040,98.75,20.7,0.9361,60,60
0,0,1,1,2,3,3,1,0,0,1,0,0,3,0,1,1,0,"D1=[0,0,1,1]; D2=[2,3,3]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,0]",456,D5=0_D6=0,843684.1337,23600,97.25,11.700000000000001,0.66905,16.34,0
0,0,1,0,2,1,2,0,0,1,3,0,0,2,1,1,0,1,"D1=[0,0,1,0]; D2=[2,1,2]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=2; D8=[1,1,0,1]",457,D5=0_D6=0,1236308.173,26800,97.25,11.700000000000001,0.72295,36.99,30
1,0,0,1,1,2,2,1,1,0,3,0,1,3,0,1,0,0,"D1=[1,0,0,1]; D2=[1,2,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=3; D8=[0,1,0,0]",458,D5=0_D6=1,1703430.749,23640,98.75,20.7,0.9361,60,60
1,1,1,0,1,3,2,1,1,1,1,0,1,3,0,0,1,1,"D1=[1,1,1,0]; D2=[1,3,2]; D3=[1,1,1]; D4=1; D5=0; D6=1; D7=3; D8=[0,0,1,1]",459,D5=0_D6=1,1964548.119,23640,99.25,25.500000000000004,0.99,60,100
1,1,0,1,1,3,1,1,0,0,5,0,0,3,0,1,1,1,"D1=[1,1,0,1]; D2=[1,3,1]; D3=[1,0,0]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,1,1]",460,D5=0_D6=0,1003428.154,23600,97.25,11.700000000000001,0.72295,36.99,30
1,1,1,0,1,1,2,1,1,1,4,0,0,1,0,1,1,1,"D1=[1,1,1,0]; D2=[1,1,2]; D3=[1,1,1]; D4=4; D5=0; D6=0; D7=1; D8=[0,1,1,1]",461,D5=0_D6=0,1151706.059,14000,99.25,20.1,0.8577,26.665,85
1,0,1,1,2,1,3,0,0,1,1,0,1,1,0,1,0,0,"D1=[1,0,1,1]; D2=[2,1,3]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=1; D8=[0,1,0,0]",462,D5=0_D6=1,1872808.037,14040,97.25,17.1,0.8552500000000001,60,30
1,0,0,1,3,3,3,0,1,1,4,1,1,2,0,0,1,1,"D1=[1,0,0,1]; D2=[3,3,3]; D3=[0,1,1]; D4=4; D5=1; D6=1; D7=2; D8=[0,0,1,1]",463,D5=1_D6=1,3132955.914,34840,98,25.200000000000003,0.8822,39.35,0
1,1,0,1,1,2,3,0,0,1,3,0,0,1,1,1,0,1,"D1=[1,1,0,1]; D2=[1,2,3]; D3=[0,0,1]; D4=3; D5=0; D6=0; D7=1; D8=[1,1,0,1]",464,D5=0_D6=0,1140538.51,14000,97.25,11.700000000000001,0.72295,36.99,30
0,1,0,1,2,1,2,1,0,0,3,0,0,3,1,1,0,1,"D1=[0,1,0,1]; D2=[2,1,2]; D3=[1,0,0]; D4=3; D5=0; D6=0; D7=3; D8=[1,1,0,1]",465,D5=0_D6=0,992260.6045,23600,97.25,11.700000000000001,0.72295,36.99,30
0,0,1,1,2,2,2,1,0,0,1,1,1,2,0,0,1,1,"D1=[0,0,1,1]; D2=[2,2,2]; D3=[1,0,0]; D4=1; D5=1; D6=1; D7=2; D8=[0,0,1,1]",466,D5=1_D6=1,3090519.226,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,1,1,3,1,3,0,1,0,2,0,1,2,0,1,1,1,"D1=[1,0,1,1]; D2=[3,1,3]; D3=[0,1,0]; D4=2; D5=0; D6=1; D7=2; D8=[0,1,1,1]",467,D5=0_D6=1,2189162.113,26840,97.25,17.1,0.8552500000000001,60,30
0,0,0,1,2,1,1,1,0,1,5,1,1,3,1,1,0,0,"D1=[0,0,0,1]; D2=[2,1,1]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[1,1,0,0]",468,D5=1_D6=1,2603725.053,31640,98,25.200000000000003,0.9091499999999999,49.675,51
1,1,1,1,3,3,1,0,1,0,2,1,1,2,1,0,0,1,"D1=[1,1,1,1]; D2=[3,3,1]; D3=[0,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[1,0,0,1]",469,D5=1_D6=1,3144123.464,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,0,0,2,2,1,1,1,1,1,0,0,2,1,0,0,0,"D1=[1,1,0,0]; D2=[2,2,1]; D3=[1,1,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,0]",470,D5=0_D6=0,1131604.47,26800,99.25,20.1,0.8577,36.99,100
0,1,1,0,1,1,1,1,0,0,4,1,1,1,0,1,0,1,"D1=[0,1,1,0]; D2=[1,1,1]; D3=[1,0,0]; D4=4; D5=1; D6=1; D7=1; D8=[0,1,0,1]",471,D5=1_D6=1,2883114.298,22040,96.5,21.599999999999998,0.8283,49.675,25.5
1,0,0,1,1,1,1,0,1,0,4,1,1,2,0,0,1,0,"D1=[1,0,0,1]; D2=[1,1,1]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=2; D8=[0,0,1,0]",472,D5=1_D6=1,2898748.867,34840,96.5,21.599999999999998,0.8283,49.675,25.5
0,1,1,1,2,3,1,1,0,0,1,0,0,2,1,0,1,1,"D1=[0,1,1,1]; D2=[2,3,1]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,1,1]",473,D5=0_D6=0,1294379.432,26800,97.25,11.700000000000001,0.72295,36.99,30
0,0,0,1,1,2,2,0,1,0,4,0,0,2,0,0,1,1,"D1=[0,0,0,1]; D2=[1,2,2]; D3=[0,1,0]; D4=4; D5=0; D6=0; D7=2; D8=[0,0,1,1]",474,D5=0_D6=0,1236308.173,26800,97.25,11.700000000000001,0.72295,36.99,30
0,1,0,0,3,2,1,1,1,0,4,1,1,2,1,0,0,1,"D1=[0,1,0,0]; D2=[3,2,1]; D3=[1,1,0]; D4=4; D5=1; D6=1; D7=2; D8=[1,0,0,1]",475,D5=1_D6=1,3057016.577,34840,98,25.200000000000003,0.9361,60,60
0,0,1,0,2,2,2,0,0,1,5,1,1,2,1,0,1,0,"D1=[0,0,1,0]; D2=[2,2,2]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,0,1,0]",476,D5=1_D6=1,2865246.218,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,0,1,0,2,3,1,1,0,0,2,1,1,2,0,0,1,0,"D1=[1,0,1,0]; D2=[2,3,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=2; D8=[0,0,1,0]",477,D5=1_D6=1,2867479.728,34840,96.5,21.599999999999998,0.8552500000000001,60,30
1,1,1,0,1,1,1,1,0,1,4,0,0,2,1,1,1,1,"D1=[1,1,1,0]; D2=[1,1,1]; D3=[1,0,1]; D4=4; D5=0; D6=0; D7=2; D8=[1,1,1,1]",478,D5=0_D6=0,1310014.001,26800,98.75,15.3,0.77685,26.665,51
1,0,1,1,2,2,1,1,1,1,2,0,1,2,1,1,0,1,"D1=[1,0,1,1]; D2=[2,2,1]; D3=[1,1,1]; D4=2; D5=0; D6=1; D7=2; D8=[1,1,0,1]",479,D5=0_D6=1,2236065.821,26840,99.25,25.500000000000004,0.99,60,100
1,1,1,1,2,3,2,1,0,1,2,1,1,2,0,1,1,1,"D1=[1,1,1,1]; D2=[2,3,2]; D3=[1,0,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,1]",480,D5=1_D6=1,3179859.623,34840,98,25.200000000000003,0.9361,60,60
1,0,0,0,2,1,3,0,1,0,5,0,1,1,0,0,1,1,"D1=[1,0,0,0]; D2=[2,1,3]; D3=[0,1,0]; D4=5; D5=0; D6=1; D7=1; D8=[0,0,1,1]",481,D5=0_D6=1,1913856.678,14040,97.25,17.1,0.8552500000000001,60,30
